,,Stock Level,,,,,,,,
 ,,,,,,,,,,
,,,,,,,,,,2023 09:24:14
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
A,,CIGARETTES & CIGARS,,,,,,,,
,,,,,,,,,,
5099329019249,65200,SANOR RASPBERRY 1L,BARRYS,,,,0,0,1.00,
,,,,,,,,,,
5011026008715,65110,SCHWEPPES GINGER ALE 1L,BARRYS,,,,0,0,22.00,
5449000204899,65141,SCHWEPPES SLIM,BARRYS,,,,0,0,12.00,
,,ELDERFLOWER TONIC 1L,,,,,,,,
5449000064219,65116,SCHWEPPES SLIMLINE TONIC,BARRYS,,,,0,0,19.00,
,,WATER 1L,,,,,,,,
,,,,,,,,,,
5449000014917,65121,SCHWEPPES SODA WATER 1L,BARRYS,,,,0,0,16.00,
,,,,,,,,,,
5011026008708,65119,SCHWEPPES TONIC WATER 1L,BARRYS,,,,0,0,12.00,
,,,,,,,,,,
5449000106704,,SPRITE NO SUGAR CAN 330ML,GWL,,,,0,0,6.00,
Created using Rs-BackOffice v123.3.2 - www.RetailSolutions.ie,,,,,,,,,Page : 5 / ,21
TILL 01 JOHNS-20/12/2023 00:34:16,,,,,,,,,,
Barcode,Stock Code,Description,Supplier,,Location,,On Order,Reserved,On Hand,
5449000109613,65052,SPRITE NO SUGAR CONTOUR,BARRYS,,,,0,0,12.00,
,,BOTTLE500ML,,,,,,,,
,,,,,,,,,,
5011026005240,65274,TK ORANGE 2L,BARRYS,,,,0,0,4.00,
,,,,,,,,,,
5011026005226,65276,TK RED LEMONADE 2L,BARRYS,,,,0,0,54.00,
,,,,,,,,,,
5011026005233,65275,TK WHITE LEMONADE 2L,BARRYS,,,,0,0,36.00,
,,,,,,,0,0,"2,037.00",
D,,CIDERS,,,,,,,,
,,,,,,,,,,
5390377978626,77315,APPLE TREE CAN 500ML 4PK 5%,BARRYS,,,,0,0,243.00,
2100000002283,265454~SING,BULMERS BOTTLE 300ML,BARRYS,,,,0,0,5.00,
,LE,,,,,,,,,
,,,,,,,,,,
5011026100471,88933,BULMERS CAN 500ML 4.5%,BARRYS,,,,0,0,93.00,
5391522121331,,BULMERS D. FRUITS 500ML 4PK,BARRYS,,,,0,0,1.00,
,,CAN,,,,,,,,
5391522121218,,BULMERS DARK FRUITS SNG,BARRYS,,,,0,0,2.00,
,,CAN 4% 500M,,,,,,,,
5391522120013,56829,BULMERS LIGHT BOTTLE 1L,BARRYS,,,,0,0,48.00,
,,4.5%,,,,,,,,
5391522121669,121550,BULMERS LIGHT BOTTLE 300ML,BARRYS,,,,0,0,8.00,
,,6PK 4.5%,,,,,,,,
5011026100242,56828,BULMERS LIGHT CAN 500ML,BARRYS,,,,0,0,7.00,
,,4.5%,,,,,,,,
,,,,,,,,,,
5391522120655,56836,BULMERS LIGHT CAN 500ML 8PK,BARRYS,,,,0,0,9.00,
5391522121454,76443,BULMERS ORIG 15PK 500ML,BARRYS,,,,0,0,95.00,
,,CAN 4.5%,,,,,,,,
5391516872935,56825,BULMERS ORIG 300ML BOT 20PK,BARRYS,,,,0,0,47.00,
,,4.5%,,,,,,,,
5391516870153,56853,BULMERS ORIG CAN 500ML 8 PK,BARRYS,,,,0,0,197.00,
,,4.5%,,,,,,,,
5391516870122,78926,BULMERS ORIGINAL BOTTLE 1L,BARRYS,,,,0,0,93.00,
,,4.5%,,,,,,,,
123456789,77968~SINGL,BULMERS STWB & LIME CAN,BARRYS,,,,0,0,4.00,
,E,500ML,,,,,,,,
5391522120846,77968,BULMERS STWB/LIME CAN 500,BARRYS,,,,0,0,37.00,
,,4PK,,,,,,,,
,,,,,,,,,,
5392000098114,77802,CRONINS CIDER 500ML 4.5%,BARRYS,,,,0,0,3.00,
5392000098138,77803,CRONINS NON ALCOHOL CIDER,BARRYS,,,,0,0,11.00,
,,BTL,,,,,,,,
,,,,,,,,,,
5391525694375,,DEVILS BIT CAN 500ML 4PK 4.5%,BARRYS,,,,0,0,23.00,
